360,0,0,0
361,0,0,0
362,0,0,0
363,0,0,0
364,0,0,0
365,0,0,0
366,0,0,0
367,0,0,0
368,0,0,0
369,0,0,0
370,0,0,0
371,0,0,0
372,0,0,0
373,0,0,0
374,0,0,0
375,0,0,0
376,0,0,0
377,0,0,0
378,0,0,0
379,0,0,0
3.80E+02,0.001368,0.000039,0.006450001
3.81E+02,0.00150205,4.28264E-05,0.007083216
3.82E+02,0.001642328,4.69146E-05,0.007745488
3.83E+02,0.001802382,5.15896E-05,0.008501152
3.84E+02,0.001995757,5.71764E-05,0.009414544
3.85E+02,0.002236,0.000064,0.01054999
3.86E+02,0.002535385,7.23442E-05,0.0119658
3.87E+02,0.002892603,8.22122E-05,0.01365587
3.88E+02,0.003300829,9.35082E-05,0.01558805
3.89E+02,0.003753236,0.000106136,0.01773015
3.90E+02,0.004243,0.00012,0.02005001
3.91E+02,0.004762389,0.000134984,0.02251136
3.92E+02,0.005330048,0.000151492,0.02520288
3.93E+02,0.005978712,0.000170208,0.02827972
3.94E+02,0.006741117,0.000191816,0.03189704
3.95E+02,0.00765,0.000217,0.03621
3.96E+02,0.008751373,0.000246907,0.04143771
3.97E+02,0.01002888,0.00028124,0.04750372
3.98E+02,0.0114217,0.00031852,0.05411988
3.99E+02,0.01286901,0.000357267,0.06099803
4.00E+02,0.01431,0.000396,0.06785001
4.01E+02,0.01570443,0.000433715,0.07448632
4.02E+02,0.01714744,0.000473024,0.08136156
4.03E+02,0.01878122,0.000517876,0.08915364
4.04E+02,0.02074801,0.000572219,0.09854048
4.05E+02,0.02319,0.00064,0.1102
4.06E+02,0.02620736,0.00072456,0.1246133
4.07E+02,0.02978248,0.0008255,0.1417017
4.08E+02,0.03388092,0.00094116,0.1613035
4.09E+02,0.03846824,0.00106988,0.1832568
4.10E+02,0.04351,0.00121,0.2074
4.11E+02,0.0489956,0.001362091,0.2336921
4.12E+02,0.0550226,0.001530752,0.2626114
4.13E+02,0.0617188,0.001720368,0.2947746
4.14E+02,0.069212,0.001935323,0.3307985
4.15E+02,0.07763,0.00218,0.3713
4.16E+02,0.08695811,0.0024548,0.4162091
4.17E+02,0.09717672,0.002764,0.4654642
4.18E+02,0.1084063,0.0031178,0.5196948
4.19E+02,0.1207672,0.0035264,0.5795303
4.20E+02,0.13438,0.004,0.6456
4.21E+02,0.1493582,0.00454624,0.7184838
4.22E+02,0.1653957,0.00515932,0.7967133
4.23E+02,0.1819831,0.00582928,0.8778459
4.24E+02,0.198611,0.00654616,0.959439
4.25E+02,0.21477,0.0073,1.0390501
4.26E+02,0.2301868,0.008086507,1.1153673
4.27E+02,0.2448797,0.00890872,1.1884971
4.28E+02,0.2587773,0.00976768,1.2581233
4.29E+02,0.2718079,0.01066443,1.3239296
4.30E+02,0.2839,0.0116,1.3856
4.31E+02,0.2949438,0.01257317,1.4426352
4.32E+02,0.3048965,0.01358272,1.4948035
4.33E+02,0.3137873,0.01462968,1.5421903
4.34E+02,0.3216454,0.01571509,1.5848807
4.35E+02,0.3285,0.01684,1.62296
4.36E+02,0.3343513,0.01800736,1.6564048
4.37E+02,0.3392101,0.01921448,1.6852959
4.38E+02,0.3431213,0.02045392,1.7098745
4.39E+02,0.3461296,0.02171824,1.7303821
4.40E+02,0.34828,0.023,1.74706
4.41E+02,0.3495999,0.02429461,1.7600446
4.42E+02,0.3501474,0.02561024,1.7696233
4.43E+02,0.350013,0.02695857,1.7762637
4.44E+02,0.349287,0.02835125,1.7804334
4.45E+02,0.34806,0.0298,1.7826
4.46E+02,0.3463733,0.03131083,1.7829682
4.47E+02,0.3442624,0.03288368,1.7816998
4.48E+02,0.3418088,0.03452112,1.7791982
4.49E+02,0.3390941,0.03622571,1.7758671
4.50E+02,0.3362,0.038,1.77211
4.51E+02,0.3331977,0.03984667,1.7682589
4.52E+02,0.3300411,0.041768,1.764039
4.53E+02,0.3266357,0.043766,1.7589438
4.54E+02,0.3228868,0.04584267,1.7524663
4.55E+02,0.3187,0.048,1.7441
4.56E+02,0.3140251,0.05024368,1.7335595
4.57E+02,0.308884,0.05257304,1.7208581
4.58E+02,0.3032904,0.05498056,1.7059369
4.59E+02,0.2972579,0.05745872,1.6887372
4.60E+02,0.2908,0.06,1.6692
4.61E+02,0.2839701,0.06260197,1.6475287
4.62E+02,0.2767214,0.06527752,1.6234127
4.63E+02,0.2689178,0.06804208,1.5960223
4.64E+02,0.2604227,0.07091109,1.564528
4.65E+02,0.2511,0.0739,1.5281
4.66E+02,0.2408475,0.077016,1.4861114
4.67E+02,0.2298512,0.0802664,1.4395215
4.68E+02,0.2184072,0.0836668,1.3898799
4.69E+02,0.2068115,0.0872328,1.3387362
4.70E+02,0.19536,0.09098,1.28764
4.71E+02,0.1842136,0.09491755,1.2374223
4.72E+02,0.1733273,0.09904584,1.1878243
4.73E+02,0.1626881,0.1033674,1.1387611
4.74E+02,0.1522833,0.1078846,1.090148
4.75E+02,0.1421,0.1126,1.0419
4.76E+02,0.1321786,0.117532,0.9941976
4.77E+02,0.1225696,0.1226744,0.9473473
4.78E+02,0.1132752,0.1279928,0.9014531
4.79E+02,0.1042979,0.1334528,0.8566193
4.80E+02,0.09564,0.13902,0.8129501
4.81E+02,0.08729955,0.1446764,0.7705173
4.82E+02,0.07930804,0.1504693,0.7294448
4.83E+02,0.07171776,0.1564619,0.6899136
4.84E+02,0.06458099,0.1627177,0.6521049
4.85E+02,0.05795001,0.1693,0.6162
4.86E+02,0.05186211,0.1762431,0.5823286
4.87E+02,0.04628152,0.1835581,0.5504162
4.88E+02,0.04115088,0.1912735,0.5203376
4.89E+02,0.03641283,0.199418,0.4919673
4.90E+02,0.03201,0.20802,0.46518
4.91E+02,0.0279172,0.2171199,0.4399246
4.92E+02,0.0241444,0.2267345,0.4161836
4.93E+02,0.020687,0.2368571,0.3938822
4.94E+02,0.0175404,0.2474812,0.3729459
4.95E+02,0.0147,0.2586,0.3533
4.96E+02,0.01216179,0.2701849,0.3348578
4.97E+02,0.00991996,0.2822939,0.3175521
4.98E+02,0.00796724,0.2950505,0.3013375
4.99E+02,0.006296346,0.308578,0.2861686
5.00E+02,0.0049,0.323,0.272
5.01E+02,0.003777173,0.3384021,0.2588171
5.02E+02,0.00294532,0.3546858,0.2464838
5.03E+02,0.00242488,0.3716986,0.2347718
5.04E+02,0.002236293,0.3892875,0.2234533
5.05E+02,0.0024,0.4073,0.2123
5.06E+02,0.00292552,0.4256299,0.2011692
5.07E+02,0.00383656,0.4443096,0.1901196
5.08E+02,0.00517484,0.4633944,0.1792254
5.09E+02,0.00698208,0.4829395,0.1685608
5.10E+02,0.0093,0.503,0.1582
5.11E+02,0.01214949,0.5235693,0.1481383
5.12E+02,0.01553588,0.544512,0.1383758
5.13E+02,0.01947752,0.56569,0.1289942
5.14E+02,0.02399277,0.5869653,0.1200751
5.15E+02,0.0291,0.6082,0.1117
5.16E+02,0.03481485,0.6293456,0.1039048
5.17E+02,0.04112016,0.6503068,0.09666748
5.18E+02,0.04798504,0.6708752,0.08998272
5.19E+02,0.05537861,0.6908424,0.08384531
5.20E+02,0.06327,0.71,0.07824999
5.21E+02,0.07163501,0.7281852,0.07320899
5.22E+02,0.08046224,0.7454636,0.06867816
5.23E+02,0.08973996,0.7619694,0.06456784
5.24E+02,0.09945645,0.7778368,0.06078835
5.25E+02,0.1096,0.7932,0.05725001
5.26E+02,0.1201674,0.8081104,0.05390435
5.27E+02,0.1311145,0.8224962,0.05074664
5.28E+02,0.1423679,0.8363068,0.04775276
5.29E+02,0.1538542,0.8494916,0.04489859
5.30E+02,0.1655,0.862,0.04216
5.31E+02,0.1772571,0.8738108,0.03950728
5.32E+02,0.18914,0.8849624,0.03693564
5.33E+02,0.2011694,0.8954936,0.03445836
5.34E+02,0.2133658,0.9054432,0.03208872
5.35E+02,0.2257499,0.9148501,0.02984
5.36E+02,0.2383209,0.9237348,0.02771181
5.37E+02,0.2510668,0.9320924,0.02569444
5.38E+02,0.2639922,0.9399226,0.02378716
5.39E+02,0.2771017,0.9472252,0.02198925
5.40E+02,0.2904,0.954,0.0203
5.41E+02,0.3038912,0.9602561,0.01871805
5.42E+02,0.3175726,0.9660074,0.01724036
5.43E+02,0.3314384,0.9712606,0.01586364
5.44E+02,0.3454828,0.9760225,0.01458461
5.45E+02,0.3597,0.9803,0.0134
5.46E+02,0.3740839,0.9840924,0.01230723
